Rk,Player,Age,Team,Lg,WAR,AB,R,H,2B,3B,HR,RBI,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,Pos,Player-additional
357,Amed Rosario,29,2TM,2LG,0.3,181,20,50,11,0,6,23,31,0.276,0.309,0.436,0.745,109,0.328,109,79,54H/9D16,rosaram01
357,Amed Rosario,29,WSN,NL,0.3,148,19,40,8,0,5,18,22,0.27,0.31,0.426,0.736,107,0.326,108,63,54H/D169,rosaram01
357,Amed Rosario,29,NYY,AL,0,33,1,10,3,0,1,5,9,0.303,0.303,0.485,0.788,116,0.335,115,16,/59H4,rosaram01
358,Ha-Seong Kim,29,2TM,2LG,0.4,171,19,40,4,0,5,17,39,0.234,0.304,0.345,0.649,83,0.29,80,59,6/4H,kimha01
358,Ha-Seong Kim,29,TBR,AL,0.1,84,5,18,3,0,2,5,23,0.214,0.29,0.321,0.612,72,0.283,69,27,6/4,kimha01
358,Ha-Seong Kim,29,ATL,NL,0.2,87,14,22,1,0,3,12,16,0.253,0.316,0.368,0.684,93,0.297,90,32,6/H,kimha01
359,Matt Thaiss*,30,2TM,AL,1.2,156,16,34,6,1,1,16,46,0.218,0.349,0.288,0.638,83,0.299,89,45,2/H3D,thaisma01
359,Matt Thaiss*,30,CHW,AL,1.1,85,11,18,4,0,1,8,21,0.212,0.382,0.294,0.676,94,0.323,108,25,2/H3D,thaisma01
359,Matt Thaiss*,30,TBR,AL,0.1,71,5,16,2,1,0,8,25,0.225,0.304,0.282,0.585,66,0.265,63,20,2/3H,thaisma01
360,Nick Loftin,26,KCR,AL,-0.4,168,17,35,9,2,4,20,27,0.208,0.278,0.357,0.635,77,0.273,70,60,7H45/3D,loftini01
361,Connor Wong,29,BOS,AL,-0.6,168,16,32,8,0,0,7,42,0.19,0.262,0.238,0.5,42,0.242,46,40,2/H3D,wongco01
362,Luis Matos,23,SFG,NL,-0.2,172,26,38,9,1,8,22,27,0.221,0.266,0.424,0.691,95,0.306,93,73,97/8HD,matoslu02
363,Ronny Mauricio#,24,NYM,NL,0.7,168,19,38,6,0,6,10,54,0.226,0.293,0.369,0.663,88,0.303,89,62,5H/46D,mauriro01
364,Christian Moore,22,LAA,AL,0.1,162,20,32,5,1,7,16,62,0.198,0.284,0.37,0.655,81,0.289,77,60,4/H,moorech03
365,Graham Pauley*,24,MIA,NL,0.7,161,18,36,9,1,4,11,36,0.224,0.311,0.366,0.678,88,0.303,85,59,5/438,paulegr01
366,Jeremiah Jackson,25,BAL,AL,0.4,170,20,47,10,2,5,21,50,0.276,0.328,0.447,0.775,117,0.329,116,76,95/HD4,jacksje02
367,Sam Haggerty#,31,TEX,AL,0.9,162,31,41,7,3,2,13,37,0.253,0.328,0.37,0.698,106,0.334,123,60,H78D/49,haggesa01
368,Austin Martin,26,MIN,AL,0.7,156,22,44,8,1,1,7,31,0.282,0.374,0.365,0.74,106,0.333,107,57,78/H4,martiau01
369,Austin Hedges,32,CLE,AL,-0.3,155,13,25,3,0,5,10,43,0.161,0.25,0.277,0.527,47,0.233,40,43,2/1,hedgeau01
370,Leody Taveras#,26,2TM,AL,-0.5,171,13,35,6,1,3,17,50,0.205,0.226,0.304,0.53,54,0.236,50,52,89/H,taverle01
370,Leody Taveras#,26,TEX,AL,0.1,79,7,19,3,1,1,8,23,0.241,0.259,0.342,0.601,76,0.268,70,27,8/H,taverle01
370,Leody Taveras#,26,SEA,AL,-0.6,92,6,16,3,0,2,9,27,0.174,0.198,0.272,0.47,35,0.21,33,25,9/8H,taverle01
371,Donovan Solano,37,2TM,AL,-0.1,166,10,41,4,1,3,21,40,0.247,0.291,0.337,0.628,82,0.28,83,56,3H/45,solando01
371,Donovan Solano,37,SEA,AL,0,163,10,41,4,1,3,21,38,0.252,0.295,0.344,0.639,86,0.284,87,56,3H/5,solando01
371,Donovan Solano,37,TEX,AL,-0.1,3,0,0,0,0,0,0,2,0,0,0,0,-100,0,-118,0,/4,solando01
372,Jack Suwinski*,26,PIT,NL,-0.3,150,15,22,7,0,3,10,57,0.147,0.281,0.253,0.534,51,0.258,51,38,879/HD,suwinja01
373,Alejandro Osuna*,22,TEX,AL,0.2,151,12,32,4,0,2,15,34,0.212,0.313,0.278,0.591,77,0.264,79,42,79/DH8,osunaal02
374,Miles Mastrobuoni*,29,SEA,AL,0.2,152,20,38,4,0,1,12,29,0.25,0.324,0.296,0.62,83,0.279,82,45,H5497/13D,mastrmi01
375,John Rave*,27,KCR,AL,0.1,153,18,30,5,0,4,14,46,0.196,0.283,0.307,0.59,66,0.266,61,47,978/HD,ravejo01
376,Tyler Heineman#,34,TOR,AL,1.9,149,25,43,8,1,3,20,31,0.289,0.361,0.416,0.777,114,0.339,112,62,2/H1,heinety01
377,Johan Rojas,24,PHI,NL,0.5,152,23,34,3,2,1,18,40,0.224,0.28,0.289,0.569,57,0.271,53,44,8H/D,rojasjo03
378,Blake Perkins#,28,MIL,NL,0.3,155,25,35,6,2,3,19,47,0.226,0.298,0.348,0.647,81,0.296,81,54,8/HD,perkibl01
379,Hyeseong Kim*,26,LAD,NL,1.6,161,19,45,6,1,3,17,52,0.28,0.314,0.385,0.699,95,0.335,102,62,4H86,kimhy02
380,José Tena*,24,WSN,NL,0.3,152,19,37,13,2,0,16,37,0.243,0.314,0.355,0.669,91,0.297,88,54,5/4HD,tenajo01
381,Yohel Pozo,28,STL,NL,0.2,160,16,37,8,0,5,19,22,0.231,0.262,0.375,0.637,78,0.281,76,60,2H/3D,pozoyo01
382,Heston Kjerstad*,26,BAL,AL,-1.6,156,16,30,5,2,4,19,45,0.192,0.24,0.327,0.566,58,0.253,56,51,79/HD,kjershe01
383,Thairo Estrada,29,COL,NL,-0.4,154,14,39,9,0,3,21,26,0.253,0.285,0.37,0.655,73,0.286,72,57,4,estrath01
384,Martín Maldonado,38,SDP,NL,-0.3,147,11,30,6,0,4,12,57,0.204,0.245,0.327,0.572,57,0.258,53,48,2,maldoma01
385,Austin Slater,32,2TM,AL,-0.1,148,22,32,6,1,5,13,51,0.216,0.27,0.372,0.642,78,0.289,80,55,79H/D813,slateau01
385,Austin Slater,32,CHW,AL,0.3,123,20,29,6,1,5,11,35,0.236,0.299,0.423,0.721,100,0.316,100,52,H97/D83,slateau01
385,Austin Slater,32,NYY,AL,-0.4,25,2,3,0,0,0,2,16,0.12,0.12,0.12,0.24,-32,0.142,-25,3,/79H1,slateau01
386,Denzel Clarke,25,ATH,AL,1,148,18,34,8,2,3,8,61,0.23,0.274,0.372,0.646,78,0.285,69,55,8/H,clarkde02
387,David Fry,29,CLE,AL,-0.8,146,16,25,4,0,8,23,58,0.171,0.229,0.363,0.592,61,0.256,54,53,DH,fryda01
388,Kyle Karros,22,COL,NL,0,137,20,31,4,0,1,9,41,0.226,0.308,0.277,0.585,58,0.274,57,38,5/DH,karroky01
389,Dalton Rushing*,24,LAD,NL,0.1,142,15,29,5,0,4,24,58,0.204,0.258,0.324,0.582,63,0.263,61,46,2/H3D,rushida01
390,Jhonkensy Noel,23,CLE,AL,-1.3,148,19,24,2,0,6,13,52,0.162,0.183,0.297,0.48,31,0.211,22,44,9H/37D,noeljh01
391,Alan Roden*,25,2TM,AL,-0.6,136,17,26,6,1,2,9,37,0.191,0.261,0.294,0.556,53,0.244,46,40,79/H8,rodenal01
391,Alan Roden*,25,TOR,AL,-0.1,98,12,20,5,1,1,8,24,0.204,0.283,0.306,0.589,63,0.256,56,30,79/H8,rodenal01
391,Alan Roden*,25,MIN,AL,-0.5,38,5,6,1,0,1,1,13,0.158,0.2,0.263,0.463,27,0.212,17,10,7/89,rodenal01
392,Jahmai Jones,27,DET,AL,0.9,129,21,37,11,1,7,23,32,0.287,0.387,0.55,0.937,157,0.403,160,71,HD97/4,jonesja08
393,Bryce Teodosio,26,LAA,AL,0.6,138,12,28,7,2,1,7,47,0.203,0.248,0.304,0.553,53,0.247,42,42,8,teodobr01
394,Derek Hill,29,2TM,2LG,1.1,134,19,29,6,0,3,11,48,0.216,0.281,0.328,0.609,69,0.285,66,44,8/HD,hillde01
394,Derek Hill,29,MIA,NL,0.8,127,19,27,6,0,3,10,46,0.213,0.275,0.331,0.606,68,0.285,64,42,8/HD,hillde01
394,Derek Hill,29,CHW,AL,0.2,7,0,2,0,0,0,1,2,0.286,0.375,0.286,0.661,90,0.3,89,2,/8H,hillde01
395,Will Wagner*,26,2TM,2LG,-0.6,129,15,29,7,0,0,7,28,0.225,0.324,0.279,0.603,70,0.297,82,36,5H3/D4,wagnewi01
395,Will Wagner*,26,TOR,AL,-0.5,114,13,27,7,0,0,7,26,0.237,0.336,0.298,0.634,78,0.311,92,34,53/DH4,wagnewi01
395,Will Wagner*,26,SDP,NL,-0.1,15,2,2,0,0,0,0,2,0.133,0.235,0.133,0.369,6,0.188,6,2,H/45,wagnewi01
396,Brandon Lockridge,28,2TM,NL,0.2,134,17,31,7,1,0,11,36,0.231,0.276,0.299,0.574,60,0.266,51,40,78H9/D,lockrbr01
396,Brandon Lockridge,28,SDP,NL,-0.2,88,9,19,4,0,0,5,24,0.216,0.258,0.261,0.519,45,0.247,35,23,78H/9,lockrbr01
396,Brandon Lockridge,28,MIL,NL,0.4,46,8,12,3,1,0,6,12,0.261,0.308,0.37,0.677,89,0.3,80,17,/89H7D,lockrbr01
397,James Outman*,28,2TM,2LG,-0.9,134,19,18,5,1,6,11,63,0.134,0.216,0.321,0.537,47,0.249,48,43,897/HD,outmaja01
397,James Outman*,28,LAD,NL,-0.2,39,8,4,1,0,2,4,18,0.103,0.205,0.282,0.487,35,0.221,31,11,8/H9,outmaja01
397,James Outman*,28,MIN,AL,-0.7,95,11,14,4,1,4,7,45,0.147,0.221,0.337,0.558,51,0.26,55,32,897/HD,outmaja01
398,Yanquiel Fernández*,22,COL,NL,-0.9,138,13,31,5,0,4,11,44,0.225,0.265,0.348,0.613,62,0.269,54,48,D9/H7,fernaya01
399,Warming Bernabel,23,COL,NL,0,139,15,35,8,1,4,14,25,0.252,0.288,0.41,0.698,84,0.311,85,57,3/5DH,bernawa01
400,Joshua Palacios*,29,CHW,AL,-1.2,128,11,26,4,0,3,9,36,0.203,0.292,0.305,0.596,68,0.276,71,39,97/HD,palacjo01
401,DJ LeMahieu,36,NYY,AL,0.6,128,13,34,3,0,2,12,35,0.266,0.338,0.336,0.674,91,0.307,95,43,4/H,lemahdj01
402,Jake Rogers,30,DET,AL,0.1,123,14,23,5,2,3,19,39,0.187,0.277,0.333,0.61,69,0.28,73,41,2/1HD,rogerja03
403,Lane Thomas,29,CLE,AL,-0.6,125,10,20,2,0,4,11,44,0.16,0.246,0.272,0.518,45,0.242,43,34,8/H9D,thomala02
404,Reese McGuire*,30,CHC,NL,0.3,133,17,30,2,0,9,24,27,0.226,0.245,0.444,0.688,94,0.289,87,59,2/H1,mcguire01
405,Kyren Paris,23,LAA,AL,0.7,126,20,24,4,1,6,11,59,0.19,0.266,0.381,0.647,77,0.302,83,48,84/H7D,parisky01
406,C.J. Kayfus*,23,CLE,AL,0.1,123,16,27,10,1,4,19,38,0.22,0.292,0.415,0.707,94,0.311,90,51,93/HD,kayfucj01
407,Dylan Beavers*,23,BAL,AL,1.1,110,16,25,5,1,4,14,36,0.227,0.375,0.4,0.775,120,0.346,128,44,79/H,beavedy01
408,Christian Encarnacion-Strand,25,CIN,NL,-0.6,130,13,27,4,0,6,19,32,0.208,0.234,0.377,0.61,62,0.254,52,49,3/5,encarch01
409,James McCann,35,ARI,NL,1,123,18,32,6,0,5,17,33,0.26,0.324,0.431,0.754,107,0.334,109,53,2/H3,mccanja02
410,Marcelo Mayer*,22,BOS,AL,0.2,127,20,29,8,1,4,10,41,0.228,0.272,0.402,0.674,85,0.288,85,51,5/4H6,mayerma01
411,Andruw Monasterio,28,MIL,NL,0.7,126,19,34,9,0,4,16,32,0.27,0.319,0.437,0.755,109,0.333,110,55,63H4/57,monasan01
412,Taylor Trammell*,27,HOU,AL,-0.1,117,15,23,7,0,3,12,41,0.197,0.296,0.333,0.63,75,0.278,73,39,87H/9D,trammta01
413,Matt Mervis*,27,MIA,NL,-0.7,120,15,21,4,0,7,14,50,0.175,0.254,0.383,0.637,74,0.288,76,46,3D/H,mervima01
414,Colby Thomas,24,ATH,AL,0.1,120,20,27,5,0,6,19,49,0.225,0.267,0.417,0.684,86,0.304,90,50,9H8/7D,thomaco03
415,Adrian Del Castillo*,25,ARI,NL,-0.1,120,9,29,6,0,4,17,47,0.242,0.29,0.392,0.682,87,0.297,82,47,DH/2,delcaad01
416,Jacob Stallings,35,2TM,2LG,-1.3,119,5,16,4,0,0,9,40,0.134,0.195,0.168,0.363,0,0.178,-8,20,2/H1,stallja01
416,Jacob Stallings,35,COL,NL,-0.9,84,4,12,3,0,0,6,31,0.143,0.217,0.179,0.396,8,0.188,-4,15,2/1H,stallja01
416,Jacob Stallings,35,BAL,AL,-0.4,35,1,4,1,0,0,3,9,0.114,0.139,0.143,0.282,-20,0.152,-16,5,2/H,stallja01
417,Adael Amador#,22,COL,NL,-1.1,113,5,20,7,0,1,10,27,0.177,0.256,0.265,0.521,40,0.244,36,30,4/H,amadoad01
418,Brendan Rodgers,28,HOU,AL,0,115,12,22,4,0,2,11,46,0.191,0.266,0.278,0.544,52,0.263,63,32,4/HD,rodgebr02
419,Ben Rortvedt*,27,2TM,2LG,-0.6,112,9,17,3,0,1,10,23,0.152,0.24,0.205,0.445,27,0.218,29,23,2,rortvbe01
419,Ben Rortvedt*,27,TBR,AL,-0.5,63,2,6,1,0,0,6,14,0.095,0.186,0.111,0.297,-13,0.163,-11,7,2,rortvbe01
419,Ben Rortvedt*,27,LAD,NL,-0.1,49,7,11,2,0,1,4,9,0.224,0.309,0.327,0.636,79,0.289,78,16,2,rortvbe01
420,Justyn-Henry Malloy,25,DET,AL,-0.2,104,15,23,6,0,1,17,32,0.221,0.346,0.308,0.654,85,0.303,90,32,DH9/73,malloju02
421,Emmanuel Rivera,29,BAL,AL,0.1,120,5,30,4,0,0,13,24,0.25,0.291,0.283,0.575,64,0.267,66,34,5/3HD1,riverem01
422,Tyler Wade*,30,SDP,NL,-0.6,107,13,22,1,2,0,9,31,0.206,0.309,0.252,0.561,59,0.262,61,27,8H7/459D61,wadety01
423,Mark Canha,36,KCR,AL,-1,113,9,24,3,0,1,6,24,0.212,0.272,0.265,0.537,52,0.237,46,30,7H9/D3,canhama01
424,Weston Wilson,30,PHI,NL,-0.5,111,15,22,4,0,5,17,34,0.198,0.282,0.369,0.652,77,0.289,80,41,74/3H1D5,wilsowe01
425,Chris Taylor,34,2TM,2LG,-0.7,113,15,21,7,0,2,12,42,0.186,0.256,0.301,0.557,55,0.243,49,34,78H49/5,tayloch03
425,Chris Taylor,34,LAD,NL,-0.6,35,4,7,2,0,0,2,13,0.2,0.2,0.257,0.457,28,0.18,13,9,7/8H49,tayloch03
425,Chris Taylor,34,LAA,AL,-0.1,78,11,14,5,0,2,10,29,0.179,0.278,0.321,0.598,66,0.267,64,25,9/4H875,tayloch03
426,Jonah Bride,29,2TM,2LG,-0.7,112,7,19,2,0,0,5,39,0.17,0.248,0.188,0.436,24,0.223,29,21,5H/3D14,bridejo01
426,Jonah Bride,29,MIA,NL,-0.4,40,3,4,0,0,0,2,15,0.1,0.2,0.1,0.3,-13,0.161,-16,4,/D35H,bridejo01
426,Jonah Bride,29,MIN,AL,-0.3,72,4,15,2,0,0,3,24,0.208,0.275,0.236,0.511,44,0.257,54,17,5H/314D,bridejo01
427,Oswaldo Cabrera#,26,NYY,AL,0.4,107,17,26,4,0,1,11,25,0.243,0.322,0.308,0.631,79,0.302,93,33,5/H379,cabreos01
428,Cody Freeman,24,TEX,AL,-0.2,114,13,26,4,0,3,15,19,0.228,0.258,0.342,0.6,75,0.264,77,39,4/59HD7,freemco01
429,Troy Johnston*,28,MIA,NL,0.3,112,12,31,2,1,4,13,26,0.277,0.331,0.42,0.75,107,0.333,111,47,397/HD,johnstr02
430,Ildemaro Vargas#,33,ARI,NL,0.2,115,12,31,2,1,3,19,15,0.27,0.292,0.383,0.674,86,0.291,78,44,43/H5D6,vargail01
431,Braxton Fulford,26,COL,NL,-0.2,108,11,23,5,2,1,16,36,0.213,0.267,0.324,0.591,57,0.262,47,35,2/DH,fulfobr01
432,Samuel Basallo*,20,BAL,AL,-0.2,109,10,18,6,0,4,15,30,0.165,0.229,0.33,0.559,56,0.245,51,36,2/D3H,basalsa01
433,Rafael Marchán#,26,PHI,NL,0.3,105,9,22,4,0,2,13,17,0.21,0.282,0.305,0.587,61,0.266,57,32,2/H,marchra01
434,Tyler Locklear,24,ARI,NL,-1.1,103,11,18,0,0,3,6,43,0.175,0.267,0.262,0.529,48,0.248,47,27,3/H,locklty01
435,Chas McCormick,30,HOU,AL,-1,100,13,21,5,0,1,5,31,0.21,0.279,0.29,0.569,59,0.243,50,29,879H/D1,mccorch01
436,Kevin Newman,31,LAA,AL,-0.9,114,13,23,2,0,2,11,23,0.202,0.209,0.272,0.481,33,0.233,37,31,56/4H13,newmake01
437,Víctor Robles,28,SEA,AL,-0.2,106,12,26,4,1,1,9,26,0.245,0.281,0.33,0.611,77,0.282,82,35,9/H8,roblevi01
438,Triston Casas*,25,BOS,AL,-0.9,99,5,18,3,0,3,11,27,0.182,0.277,0.303,0.58,62,0.263,61,30,3/H,casastr01
439,Jonatan Clase#,23,TOR,AL,-0.2,100,10,21,3,0,2,9,28,0.21,0.288,0.3,0.588,63,0.264,57,30,7/8H9D,clasejo01
440,Willie MacIver,28,ATH,AL,-0.1,102,7,19,5,0,3,9,27,0.186,0.252,0.324,0.576,59,0.259,53,33,2/1,macivwi01
441,Nick Martini*,35,COL,NL,-0.2,102,9,23,4,0,1,4,18,0.225,0.288,0.294,0.582,56,0.267,52,30,D9H/7,martini02
442,Leo Rivas#,27,SEA,AL,0.8,90,19,22,2,0,2,9,24,0.244,0.387,0.333,0.721,113,0.343,120,30,4H/6D5179,rivasle01
443,Mickey Gasper#,29,MIN,AL,-0.3,95,15,15,1,0,2,11,20,0.158,0.257,0.232,0.488,37,0.248,44,22,2HD/347,gaspemi01
444,Michael Helman,29,TEX,AL,1,99,18,23,5,1,5,20,21,0.232,0.29,0.455,0.744,115,0.33,118,45,8/H6,helmami01
445,Austin Wynns,34,2TM,2LG,1.1,103,13,30,8,0,6,21,32,0.291,0.321,0.544,0.865,132,0.371,135,56,2/H3D,wynnsau01
445,Austin Wynns,34,CIN,NL,0.7,40,6,16,3,0,3,11,12,0.4,0.442,0.7,1.142,203,0.482,208,28,2/H3D,wynnsau01
445,Austin Wynns,34,ATH,AL,0.4,63,7,14,5,0,3,10,20,0.222,0.242,0.444,0.687,85,0.299,86,28,2/H,wynnsau01
446,Zach Dezenzo,25,HOU,AL,0.1,98,17,24,6,0,2,10,37,0.245,0.321,0.367,0.688,92,0.313,95,36,79/D3H,dezenza01
447,Drew Gilbert*,24,SFG,NL,-0.2,100,12,19,5,1,3,13,20,0.19,0.248,0.35,0.598,70,0.267,71,35,9/8H7,gilbedr01
448,Hunter Renfroe,33,KCR,AL,-1.5,99,5,18,6,0,0,4,21,0.182,0.241,0.242,0.483,37,0.216,28,24,9/HD,renfrhu01
449,Jon Berti,35,CHC,NL,0.2,100,12,21,2,0,0,2,22,0.21,0.262,0.23,0.492,45,0.244,48,23,5H4/19D,bertijo01
450,Carson Williams,22,TBR,AL,-0.3,99,11,17,3,0,5,12,44,0.172,0.219,0.354,0.573,57,0.252,54,35,6/H,willica02
451,Cooper Hummel#,30,2TM,AL,-0.8,88,10,15,0,0,3,7,31,0.17,0.298,0.273,0.571,61,0.269,63,24,7H/D19,hummeco01
451,Cooper Hummel#,30,BAL,AL,0,1,0,0,0,0,0,0,1,0,0,0,0,-100,0,-136,0,/9,hummeco01
451,Cooper Hummel#,30,HOU,AL,-0.7,87,10,15,0,0,3,7,30,0.172,0.301,0.276,0.577,63,0.272,65,24,7H/D1,hummeco01
452,Hunter Feduccia*,28,2TM,2LG,-0.4,88,5,13,5,0,0,8,29,0.148,0.267,0.205,0.471,36,0.227,35,18,2/H3D,feduchu01
452,Hunter Feduccia*,28,LAD,NL,0,2,0,0,0,0,0,0,1,0,0.333,0,0.333,5,0.232,40,0,/H3,feduchu01
452,Hunter Feduccia*,28,TBR,AL,-0.4,86,5,13,5,0,0,8,28,0.151,0.265,0.209,0.474,36,0.227,34,18,2/HD,feduchu01
453,Vinny Capra,28,2TM,2LG,-0.5,96,10,12,2,0,1,6,25,0.125,0.157,0.177,0.334,-6,0.173,-10,17,56H/41D,capravi01
453,Vinny Capra,28,MIL,NL,-0.6,54,6,4,0,0,1,4,15,0.074,0.121,0.13,0.25,-30,0.154,-22,7,5/H46D,capravi01
453,Vinny Capra,28,CHW,AL,0.2,42,4,8,2,0,0,2,10,0.19,0.205,0.238,0.443,24,0.199,7,10,6/541HD,capravi01
454,Joey Loperfido*,26,TOR,AL,0.6,96,12,32,4,0,4,14,27,0.333,0.379,0.5,0.879,140,0.381,150,48,7H/9,loperjo01
455,Nick Sogard#,27,BOS,AL,0.1,96,13,25,8,0,0,9,24,0.26,0.317,0.344,0.661,85,0.3,88,33,3/54H96,sogarni01
456,Miguel Amaya,26,CHC,NL,1.1,96,14,27,9,0,4,25,22,0.281,0.314,0.5,0.814,131,0.363,140,48,2/DH,amayami01
457,Enmanuel Valdéz*,26,PIT,NL,0.1,91,7,19,4,2,2,12,16,0.209,0.294,0.363,0.657,82,0.292,80,33,3/4H9,valdeen01
458,Zack Gelof,25,ATH,AL,-0.1,92,12,16,3,0,2,7,46,0.174,0.23,0.272,0.502,39,0.24,48,25,4,gelofza01
459,Gary Sánchez,32,BAL,AL,-0.4,91,13,21,2,0,5,24,27,0.231,0.297,0.418,0.715,100,0.308,97,38,2/D1H,sanchga02
460,Alex Jackson,29,BAL,AL,0.7,91,17,20,8,0,5,8,37,0.22,0.29,0.473,0.763,111,0.323,108,43,2/H1D,jacksal02
461,Matt Vierling,28,DET,AL,-0.3,88,6,21,3,0,1,11,24,0.239,0.31,0.307,0.617,73,0.281,70,27,8/7H59D,vierlma01
462,Carlos Cortes*,28,ATH,AL,0.7,94,11,29,8,1,4,14,20,0.309,0.323,0.543,0.866,135,0.36,131,51,9H/75D,corteca01
463,J.C. Escarra*,30,NYY,AL,0.1,84,5,17,5,0,2,11,14,0.202,0.296,0.333,0.629,77,0.291,81,28,2/3H5D,escarjc01
464,Alex Freeland#,23,LAD,NL,0.2,84,10,16,2,1,2,6,35,0.19,0.292,0.31,0.601,70,0.276,68,26,54/H,freelal01
465,Jason Heyward*,35,SDP,NL,-0.6,85,9,15,2,0,2,12,20,0.176,0.223,0.271,0.494,37,0.22,31,23,7/H98,heywaja01
466,Vidal Bruján#,27,3TM,2LG,0.1,87,14,22,5,0,0,8,21,0.253,0.305,0.31,0.616,77,0.274,74,27,H56/9748D1,brujavi01
